run_id,exported_at,cluster,flow,tool_name,status,iac_task_id,task_elapsed_seconds,module_elapsed_seconds,total_count,area_count,building_count,floor_count,device_count,role_counts,size_bytes,latest_file,history_file,error
2026-06-17_01-47-02,2026-06-16T18:51:20Z,IAC2,site,site_config,completed,f070d2ea-7a85-453b-8371-6b44dc6e5da5,253.765,,176,44,39,93,,,38222,data/iac2/latest/site_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/site_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T18:57:44Z,IAC2,network_settings,network_settings_config,completed,eed200db-9637-44f1-98e5-7af467cc9122,2.296,,4,,,,,,70090,data/iac2/latest/network_settings_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/network_settings_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T18:59:35Z,IAC2,tags,tags_config,completed,1abdb1ad-d099-4405-9cf4-3a2bd6d50bf0,110.703,,2,,,,,,1670,data/iac2/latest/tags_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/tags_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:01:29Z,IAC2,inventory,inventory_config,completed,c80c27e6-adfa-4f91-afd5-de8e562e7bbc,23.031,,28,,,,28,"{""ACCESS"": 17, ""BORDER ROUTER"": 4, ""DISTRIBUTION"": 3, ""UNKNOWN"": 4}",2035,data/iac2/latest/inventory_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/inventory_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:03:52Z,IAC2,discovery,discovery_config,completed,99de391e-827f-452c-a1a3-910c42896248,143.485,,25,,,,,,22917,data/iac2/latest/discovery_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/discovery_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:07:55Z,IAC2,template,template_config,completed,52e6a631-faab-4486-93dd-432ee4e130d8,242.437,,131,,,,,,64155,data/iac2/latest/template_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/template_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:09:24Z,IAC2,pnp,pnp_config,completed,a54480ef-ce94-4c96-b596-b08f98a4e505,89.062,,1,,,,,,2036,data/iac2/latest/pnp_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/pnp_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:17:56Z,IAC2,wireless_design,wireless_design_config,completed,659163c4-b75a-4a1a-b82c-4721d2065564,512.156,,9,,,,,,140464,data/iac2/latest/wireless_design_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/wireless_design_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:20:50Z,IAC2,network_profile_switching,network_profile_switching_config,completed,3d771d33-1c70-46e2-a883-d5d15751049f,174.109,,21,,,,,,2744,data/iac2/latest/network_profile_switching_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/network_profile_switching_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:27:42Z,IAC2,network_profile_wireless,network_profile_wireless_config,completed,bd365af2-9304-4856-a7ab-8c5daf6c78bc,411.360,,48,,,,,,30596,data/iac2/latest/network_profile_wireless_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/network_profile_wireless_playbook_config.yml,
