run_id,exported_at,cluster,flow,tool_name,status,iac_task_id,task_elapsed_seconds,module_elapsed_seconds,total_count,area_count,building_count,floor_count,device_count,role_counts,size_bytes,latest_file,history_file,error
2026-06-17_01-47-02,2026-06-16T19:36:12Z,IAC2,user_role,user_role_config,completed,e3d2f924-4c80-4dc2-a093-2bac863f9d26,510.718,,31,,,,,,13372,data/iac2/latest/user_role_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/user_role_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:38:03Z,IAC2,ise_radius_integration,ise_radius_integration_config,completed,859eae61-66e3-44d7-afd4-af4ee6ad0e0b,110.860,,1,,,,,,4660,data/iac2/latest/ise_radius_integration_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/ise_radius_integration_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:41:31Z,IAC2,device_credential,device_credential_config,completed,c9efc1ce-0118-466b-aa98-c1af4db70737,207.953,,3,,,,,,6008,data/iac2/latest/device_credential_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/device_credential_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:43:21Z,IAC2,provision,provision_config,completed,2d762686-0405-4628-8e90-6267d8e072e1,109.844,,13,,,,,,2868,data/iac2/latest/provision_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/provision_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:45:12Z,IAC2,accesspoint,accesspoint_config,completed,d1d4f4cd-5545-459a-84cf-ab1bb86d6679,110.828,,3,,,,,,2953,data/iac2/latest/accesspoint_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/accesspoint_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T19:46:30Z,IAC2,accesspoint_location,accesspoint_location_config,failed,c342c468-61bf-4162-b4dd-5f3f471781e7,78.093,,,,,,,,,,,"{""iacTaskId"":""c342c468-61bf-4162-b4dd-5f3f471781e7"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""toolName"":""accesspoint_location_config"",""moduleName"":""accesspoint_location_playbook_config_generator"",""catalystCenter"":""IAC2"",""iacCreatedAt"":""2026-06-16T19:45:14.633802+00:00"",""iacLastUpdatedAt"":""2026-06-16T19:46:23.561051+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""destructive"":false} | failed | Workflow failed with status=failed rc=2 | {""iacTaskId"":""c342c468-61bf-4162-b4dd-5f3f471781e7"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""iacCreatedAt"":""2026-06-16T19:45:14.633802+00:00"",""iacLastUpdatedAt"":""2026-06-16T19:46:23.561051+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""iacArtifactDir"":""/auto/cat-sol/ws/thievo/catalyst_center_iac_mcpserver/artifacts/c342c468-61bf-4162-b4dd-5f3f471781e7"",""iacRunnerIdent"":""c342c468-61bf-4162-b4dd-5f3f471781e7"",""toolName"":""accesspoint_location_config"",""moduleName"":""accesspoint_locati | No generated YAML found in task detail"
2026-06-17_01-47-02,2026-06-16T20:02:31Z,IAC2,application_policy,application_policy_config,completed,3bf5efad-fbde-4ea4-952f-6318e39a8106,961.344,,2,,,,,,34641,data/iac2/latest/application_policy_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/application_policy_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:04:53Z,IAC2,assurance_issue,assurance_issue_config,completed,6b893101-16a9-4188-b6c6-a07c8946c3b0,142.188,,1,,,,,,16188,data/iac2/latest/assurance_issue_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/assurance_issue_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:07:16Z,IAC2,assurance_device_health_score_settings,assurance_device_health_score_settings_config,completed,e5b4d411-32ef-41e0-9495-25375fad3070,142.984,,1,,,,,,14103,data/iac2/latest/assurance_device_health_score_settings_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/assurance_device_health_score_settings_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:21:00Z,IAC2,events_and_notifications,events_and_notifications_config,completed,9547c285-3985-4984-9775-97746a39e8f6,823.828,,8,,,,,,256235,data/iac2/latest/events_and_notifications_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/events_and_notifications_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:22:40Z,IAC2,backup_and_restore,backup_and_restore_config,completed,42ce2e78-0727-4f85-843d-d764a79a37ef,99.485,,2,,,,,,1303,data/iac2/latest/backup_and_restore_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/backup_and_restore_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:24:41Z,IAC2,sda_fabric_devices,sda_fabric_devices_config,completed,b9efe10e-f2b4-4d10-bb47-f5298f01a0c0,121.484,,3,,,,,,14570,data/iac2/latest/sda_fabric_devices_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_fabric_devices_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:26:31Z,IAC2,sda_fabric_sites_zones,sda_fabric_sites_zones_config,completed,81f71733-f8c7-49c3-ae6f-d5c26281c6d1,109.765,,1,,,,,,4007,data/iac2/latest/sda_fabric_sites_zones_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_fabric_sites_zones_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:28:32Z,IAC2,sda_fabric_transits,sda_fabric_transits_config,completed,fed64e41-cd7e-4a09-a5c2-166fca268c02,121.375,,1,,,,,,3976,data/iac2/latest/sda_fabric_transits_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_fabric_transits_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:31:17Z,IAC2,sda_fabric_virtual_networks,sda_fabric_virtual_networks_config,completed,34f3e3cc-7e99-4c76-9706-9b2ef62cb69e,164.656,,3,,,,,,27276,data/iac2/latest/sda_fabric_virtual_networks_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_fabric_virtual_networks_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:32:56Z,IAC2,sda_fabric_multicast,sda_fabric_multicast_config,completed,2d2eb54c-bedb-441a-a5ae-e62f6d30105c,99.094,,1,,,,,,1131,data/iac2/latest/sda_fabric_multicast_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_fabric_multicast_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:34:47Z,IAC2,sda_extranet_policies,sda_extranet_policies_config,completed,3ddaa3a8-d320-4510-8e63-e00d241cb751,110.922,,5,,,,,,1358,data/iac2/latest/sda_extranet_policies_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_extranet_policies_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:36:37Z,IAC2,sda_host_port_onboarding,sda_host_port_onboarding_config,completed,c7038a48-17ab-471d-9bd0-050d235e47a0,109.531,,3,,,,,,1543,data/iac2/latest/sda_host_port_onboarding_playbook_config.yml,data/iac2/history/2026-06-17_01-47-02/sda_host_port_onboarding_playbook_config.yml,
2026-06-17_01-47-02,2026-06-16T20:50:59Z,IAC2,wired_campus_automation,wired_campus_automation_config,failed,1ad3ee8b-0a07-4536-8fa0-2c745330bbc7,862.265,,,,,,,,,,,"{""iacTaskId"":""1ad3ee8b-0a07-4536-8fa0-2c745330bbc7"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""toolName"":""wired_campus_automation_config"",""moduleName"":""wired_campus_automation_playbook_config_generator"",""catalystCenter"":""IAC2"",""iacCreatedAt"":""2026-06-16T20:36:39.256894+00:00"",""iacLastUpdatedAt"":""2026-06-16T20:50:58.437772+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""destructive"":false} | failed | Workflow failed with status=failed rc=2 | {""iacTaskId"":""1ad3ee8b-0a07-4536-8fa0-2c745330bbc7"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""iacCreatedAt"":""2026-06-16T20:36:39.256894+00:00"",""iacLastUpdatedAt"":""2026-06-16T20:50:58.437772+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""iacArtifactDir"":""/auto/cat-sol/ws/thievo/catalyst_center_iac_mcpserver/artifacts/1ad3ee8b-0a07-4536-8fa0-2c745330bbc7"",""iacRunnerIdent"":""1ad3ee8b-0a07-4536-8fa0-2c745330bbc7"",""toolName"":""wired_campus_automation_config"",""moduleName"":""wired_cam | No generated YAML found in task detail"
2026-06-17_01-47-02,2026-06-16T20:58:19Z,IAC2,rma,rma_config,failed,1bf79628-c155-4c68-b15c-0f47f9252b3c,66.844,,,,,,,,,,,"{""iacTaskId"":""1bf79628-c155-4c68-b15c-0f47f9252b3c"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""toolName"":""rma_config"",""moduleName"":""rma_playbook_config_generator"",""catalystCenter"":""IAC2"",""iacCreatedAt"":""2026-06-16T20:57:14.957738+00:00"",""iacLastUpdatedAt"":""2026-06-16T20:58:11.294307+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""destructive"":false} | failed | Workflow failed with status=failed rc=2 | {""iacTaskId"":""1bf79628-c155-4c68-b15c-0f47f9252b3c"",""iacStatus"":""failed"",""iacStatusMessage"":""Workflow failed with status=failed rc=2"",""iacCreatedAt"":""2026-06-16T20:57:14.957738+00:00"",""iacLastUpdatedAt"":""2026-06-16T20:58:11.294307+00:00"",""iacProgress"":100.0,""iacTotal"":100.0,""iacArtifactDir"":""/auto/cat-sol/ws/thievo/catalyst_center_iac_mcpserver/artifacts/1bf79628-c155-4c68-b15c-0f47f9252b3c"",""iacRunnerIdent"":""1bf79628-c155-4c68-b15c-0f47f9252b3c"",""toolName"":""rma_config"",""moduleName"":""rma_playbook_config_generator"",""catalystCenter"":""IAC2"",""result"":{""sta | No generated YAML found in task detail"
